sponsor,author,name,description
R project for statistical computing,Ivan Pavlov,Extending 'rvw' and reintegrating vowpal wabbit,Vowpal Wabbit is an online machine learning system that is known for its speed and scalability and is widely used in research and industry. The goal of this project is to provide the ​reworked functionality of Vowpal Wabbit to R.
R project for statistical computing,Jiasheng Zhu,Firedata - Enabling easy cloud stats through Cloud Firestore,This project will provide integrate with Google Cloud Firestore and also update the current Firedata package with the newest Firebase APIs and features.
R project for statistical computing,Johan Larsson,Fast Sparse Linear Models for Big Data with SAGA,"There are many alternatives for L1-regularized generalized linear models in R, but none that utilizes the efficient SAGA algorithm despite its excellent convergence properties and track record of compelling empirical results. A successful implementation of the SAGA algorithm does, however, exist in **scikit-learn**: an actively maintained and well-documented Python module. The goal of this project is to port that implementation to R as a package targeted for submission to the Comprehensive R Archive Network (CRAN).The end result will be an easy-to-use and blazingly fast algorithm for L1-regularized models, which will come as a wanted addition to the toolkit of R users interested in big data modelling."
R project for statistical computing,Liao Luofeng,MoMA,"Multivariate Analysis techniques are indispensable for true Data-Driven Discovery, but a unified and easy-to-use framework has been lacking to date. Individual packages allow for certain special cases handled by MoMA, but for advanced cases, no standard packaged solution is available. The MoMA package will provide the first unified toolbox for all forms of high-dimensional multivariate analysis in R or any other language. MoMA will empower statisticians and data scientists to flexibly find patterns that respect the specific structure of their data and allow for truly Modern Multivariate Analysis."
R project for statistical computing,Luis Damiano,Full Bayesian Inference for Hidden Markov Models,"We create an R Package to run full Bayesian inference on Hidden Markov Models (HMM) using the probabilistic programming language Stan. By providing an intuitive, expressive yet flexible input interface, we enable non-technical users to carry out research using the Bayesian workflow. We provide the user with an expressive interface to mix and match a wide array of options for the observation and latent models, including ample choices of densities, priors, and link functions whenever covariates are present. The software enables users to fit HMM with time-homogeneous transitions as well as time-varying transition probabilities. Priors can be set for every model parameter. Implemented inference algorithms include forward (filtering), forward-backwards (smoothing), Viterbi (most likely hidden path), prior predictive sampling, and posterior predictive sampling. Graphs, tables and other convenience methods for convergence diagnosis, goodness of fit, and data analysis are provided."
R project for statistical computing,Marlon E. Cobos,Species range maps in R,"The species range maps project is motivated by the importance of information about species distribution for processes of conservation planning and the study of spatial patterns of biodiversity. In the face of multiple threats related to Global Change, protection and mitigation actions are crucial for maintaining the health of the planet, and knowing where species are located constitutes in primary information for starting these efforts. Currently, generation of species ranges maps may take several steps and the use of specialized software. Thanks to the recent development of specialized packages, R is rapidly becoming an excellent alternative for analyzing the spatial patterns of biodiversity. Taking advantage of this packages and the versatility of R, the aim of this project is offering handily and robust open source tools to obtain reliable proposals of species distribution ranges and to analyze their geographical patterns. A large community of students, researchers, and conservation managers will be benefited by this project since these tools will be freely available and will improve the way in which studies of species distributions are developed."
R project for statistical computing,Parismita Das,Max Margin Interval Trees,"There are few R packages available for interval regression, a machine learning problem which is important in genomics and medicine. Like usual regression, the goal is to learn a function that inputs a feature vector and outputs a real-valued prediction. Unlike usual regression, each output in the training set is an interval of acceptable values (rather than one value). In the terminology of the survival analysis literature, this is regression with “left, right, and interval censored” output/response data.

Max margin interval trees is a new nonlinear model for this problem (Drouin et al., 2017). A dynamic programming algorithm is used to find the optimal split point for each feature. The dynamic programming algorithm has been implemented in C++ and there are wrappers to this solver in R and Python (https://github.com/aldro61/mmit). The Python package includes a decision tree learner. However there is not yet an implementation of the decision tree learner in the R package. The goal of this project is to write an R package that implements the decision tree learner in R, using partykit."
R project for statistical computing,Paul,Firedata - Implementing Web Functionalities for Shiny and OpenCPU,"This project aims to integrate [Firedata](https://github.com/Kohze/fireData) into a wide array of statistical web applications. We thereby not only add additional authorization functions like social/anonymous logins for [Shiny](https://shiny.rstudio.com/) and [OpenCPU](https://www.opencpu.org/), but also develop [htmlwidgets](https://www.htmlwidgets.org/) to create a persistent and personalized user experience.  

With the integration of Firebase Hosting for Shiny and OpenCPU platforms, we enable furthermore a simple and intuitive way to deploy R applications, and thereby offer new alternatives to existing hosting solutions."
R project for statistical computing,Shubham Garg,Self Organizing Maps,Update SOMBrero package for faster execution and enhanced graphics using Rcpp and ggplot2 alongwith implementation of some newer features like hexagonal maps in the package for large scale analysis.
R project for statistical computing,Thiloshon Nagarajah,bdclean: User friendly biodiversity data cleaning pipeline,"Until recently, biodiversity data was scattered in different formats in natural history collections, survey reports, and in literature. In the last fifteen years, lot of efforts are being made to establish standards in the biodiversity database structure and to centralize the data for better accessibility. But the data gathered by such entities does not enforce strong data quality standards. These sources often tend to be prone to many flaws. Thus the data retrieved from centralized sources needs to go through a well formed quality-control process to be used in researches.

Bdclean was created for that same purpose. So far we have been able to create numerous quality checks, work-flows, analyses and visualization functionalities in the taxonomical, spatial and temporal aspects. But all these remain as standalone components without much synchronization or connectivity. We propose to refine the overall data cleaning pipeline of bdclean and bring synergy to all the developed components as well as develop new important functionalities. At the end of this project, users will be able go through the quality control process in a very structured, intuitive and effective way."
R project for statistical computing,Tim Yu,R Interface to Ideogram.js Library,"This project aims to provide an R interface to Ideogram.js, integrate it with bioconductor infrastructures and possibly provide an interactive whole-genome exploring tool combining with other visualization components.

Ideogram.js is a JavaScript library for chromosome visualization. It can be used for interactive visualization of chromosomes of different species, showing cytobands, showing annotations along the chromosomes, showing position mapping (e.g. homology) between different chromosomes, etc.

There is already a simple R interface to the Ideogram.js library at freestatman/ideogRam as a proof of concept. The main purpose of this project is to improve this interface and integrate it with bioconductor infrastructures (e.g. to support S4 classes like GRanges as annotation data).

Moreover, the most important feature that the package may provide for static visualization is the ability to combine with other visualization packages to interactively exploring the whole genome."
R project for statistical computing,Vivek Kumar-2,Animint2 Designer Manual,"Animint2 is a re-write of Animint which is an R package for making interactive animated data visualization on the web using ggplot syntax and two new keywords: clickSelect and showSelect. 

The objective is to compile a designer manual for animint2 package that will outline different function, resolve issues and guide user to the package, ready to run when packages get on CRAN. So far there is no proper equivalent documentation to animint2.  This will be the official documentation on animint2 package of R Language."
R project for statistical computing,Wenjing Wang,Diagnostic statistics and visualization for quantile regression,"This project aims to extend diagnostic statistics in the R package `quokar`.  Currently in this package we have several methods such as absolute residual and robust distance, general Cook's distance, Q-function distance , mean posterior probability and Kullback-Leibler divergence to detect outliers in the framework of quantile regression models. Recently, the research on sensitivity analysis of quantile regression has attracted more and more attention. Improved methods have been introduced in the literature, which have not yet been implemented in R. This project aims to extend diagnostic statistics in `quokar`.  It will provide users with the much needed methodology to diagnose outliers in quantile regression, thereby reducing the risk of a detrimental estimation impact that outliers may have."
R project for statistical computing,Xin Chen,Fast Symbolic Computation in R with  SymEngine,"A computer algebra system(CAS) is a useful tool for researchers and scientists. Some tools exists for algebra compution are either few-featured or slow and using them jointly is not easy. The project is aimed to provide a fast CAS and a seamless interface within R. This work will build an R package based on SymEngine. It may also serve as an alternative interface to gmp, mpfr, mpc libraries that support multiple precision arithmetic. The matrix system offered by SymEngine is also valuable for statistical computing."
R project for statistical computing,Yanbo Xu,Bayesian analysis of individualized treatment response curves on EHR time series,"With the fast adoption of Electronic Health Records (EHR) in modern healthcare systems, various machine learning methods are developed to conduct treatment effect analysis based on these observational data. In this project, we aim to add an state-of-the-art approach to the R packages for analyzing treatment effects changing over time at individual levels based on the observed EHR time series. The current R packages have limitations of using simple methods like linear models or propensity score matching to estimate average treatment effects in the population or at subgroup levels, which ignores the heterogeneity in the large observed data. Besides, these packages only focus on point-in-time estimates. We fill in the gap and provide a more comprehensive Bayesian nonparametric method for analyzing individual treatment effects on modern EHR data that are usually irregularly sampled time sequences and exposed to treatments multiple times."
R project for statistical computing,Yuze Zhou,GEE and QIF for clustered data regression,"This project aims at developing a new R package for clustered data regression. Details include: 

* Rewrite basic GEE method based on Rcpp and RcppArmadillo, which would make the code much easier to maintain and extend. 
* Implement penalized generalized estimating equations for high-dimensional covariates.
* Implement quadratic inference functions.
* Implement Akaike's Information Criterion for GEE/QIF."
R project for statistical computing,pogibas,Darwinazing biodiversity data in R,"Darwin Core (DwC) is a standard maintained by the Darwin Core maintenance group. It includes a glossary of terms (in other contexts these might be called properties, elements, fields, columns, attributes, or concepts) intended to facilitate the sharing of information about biological diversity by providing identifiers, labels, and definitions. Darwin Core is primarily based on taxa, their occurrence in nature as documented by observations, specimens, samples, and related information. The Darwinizer Kurator workflow standardizes field names to the DwC standard name. By generating this workflow in R, we will easily input a wider range of data from different publishers."
RTEMS Project,Amaan Cheval,x86_64 port and BSP,"Port RTEMS to support the x86-64 architecture to enable it to be run on off-the-shelf, non-legacy hardware."
RTEMS Project,Danxue Huang,GSOC2018_Huang_RTEMS Release Notes Generator,RTEMS Release Notes Generator
RTEMS Project,Udit kumar Agarwal,Porting SDIO driver and Benchmarking,"First part of this project is intended to add SDIO support to BeagleBone Black BSP,  specifically by importing the current SDIO stack from FreeBSD. Second part is devoted towards benchmarking the SDIO driver against the already present SDHC driver on both FreeBSD and RTEMS to determine their relative performance and to find the efficacy of importing drivers from FreeBSD."
RTEMS Project,Vidushi Vashishth,Enhancement of RTEMS Runtime Tracing,"The RTEMS Runtime Tracing framework provides software based tracing capabilities for 3rd party applications, functions and tools. It is beneficial in identifying deadlocks, complex threading and issues in real-time applications as well as used for performance monitoring. Through this project I will suggest enhancements in the current tracing framework, integrate CTF tools with RTEMS Trace Linker and implement live tracing functionality with optimised overheads."
RTEMS Project,Vijay Kumar Banerjee,Improve Coverage Analysis Toolset,"This project is to improve the tools used to perform the analysis and generate reports. It will convert all the config files to .ini and get the coverage analysis running properly . Then the coverage tools will be integrated with RTEMS Tester . 
Also gcov reports will be generated and the report generation of the covoar tool will be reworked to give output it some data-centric format."
RTEMS Project,salil,Posix Compliance,"POSIX Compliance allows developers the maximum flexibility in creating application software that can be port on to the other execution environments. Before POSIX, application written on one version can not be used on other version. Solution to this problem, POSIX was introduced. It is an interface standard defined by IEEE. It is an Open API, for this we need to implement header files and methods related to the header files. It includes a porting of function from FreeBSD as well as NetBSD for various file system including NFS and FAT file System. It pertains the OS, not the file system specifically, but a part of this API is used to access file system."
ReactOS,Victor Perevertkin,Writing bootloader code for booting from BTRFS,"ReactOS has support for reading and writing to btrfs partitions, but bootloader does not support btrfs. I want to implement reading btrfs partitions in bootloader and write special VBR code for btrfs which is required too."
Read the Docs,Safwan Rahman,Refactor & Improve search code,"This project is to improve the search functionality of Read the Docs so that the users of readthedocs can get relevant information from the search. Moreover, refactoring the code in order to use latest officially supported library like elasticsearch-dsl.
This will help the platform developer to maintain the search code easily also help the user to get more useful search result."
Red Hen Lab,Ahmed Ismail,Arabic Speech Recognition and Dialect Identification,The project proposed aims to implement an **Arabic speech recognition** model using training data from the [*MGB-3*](http://www.mgb-challenge.org/arabic.html) Arabic datasets to perform speech recognition on a **television news corpus** captured in Cairo by Red Hen Lab. Another contribution will be to train a **dialect identification** model to perform Arabic dialect identification on the Television news corpus.
Red Hen Lab,Ajinkya Takawale,Audio and Visual Speech Recognition (AVSR) using Deep Learning,"Now, it is common for news videos to incorporate both auditory and visual modalities. Developing a multi-modal Speech to Text model seems very tempting for these datasets. The next goal is to develop a multi-modal Speech to Text system (AVSR) by extracting visual modalities and concatenating them to the previous inputs.

This project would extend already implemented previous GSOC candidate Divesh Pandey's speech recognition project.[\[1\]](https://github.com/pandeydivesh15/AVSR-Deep-Speech) The implemented work was based on the paper Deep Speech [\[2\]](https://arxiv.org/abs/1412.5567) but the authors of the original paper have proposed the second version of the same, Deep Speech 2 [\[3\]](https://arxiv.org/abs/1512.02595) which is completely End-to-End solution with no hand engineered features and also more efficient. I will primarily focus on using methods that are more accurate and robust in terms of computing power.
power."
Red Hen Lab,Arpit Kathuria,Explainable Visual Perception,"Explainable visual perception is the concept where a system is able to extract contents and infer knowledge and common sense from images. It should be able to understand the image and should be able to describe it in simple manner and be able to answer relevant questions about it.
In our case, that someone will be an intelligent automated learning system."
Red Hen Lab,Awani Mishra,Multimodal Television Show Segmentation,University and libraries of social science and literature department have a large collection of digitized legacy video recordings but are inaccessible. This is known as digital silo problem. One of the tasks required to solve the problem of the digital silo is Show Segmentation. Show Segmentation will help to extract important information from the different show by splitting them at their proper episode boundaries.
Red Hen Lab,Burhan Ul Tayyab,Russian Ticker Tape OCR,"We are proposing an OCR framework for recognizing ticker text in Russian Videos. We do this by solving two main problems, improving the OCR by implementing a Recurrent Neural Network, with a 1-dimensional (1-d) Bi-Directional Long Short-Term Memory (BDLSTM) architecture for Tensorflow which gives better results than Tesseract, and we solve the Scrolling Ticker problem by proposing an algorithm (Early Fusion) which checks the tickers and combine them in correct order."
Red Hen Lab,Cynthia Hsu,Automatic Speech Recognition for Speech-to-Text on Chinese,"In this project, a Speech-to-Text conversion engine on Chinese is established, resulting in a working application.

There are two leading candidates for idea implementation:
1. A Tensorflow implementation for Chinese speech recognition based on DeepMind’s WaveNet. Although WaveNet was designed as a generative model, it can straightforwardly be adapted to discriminative audio tasks such as speech recognition. The paper omitted specific details about the implementation, we can fill the gaps in our own way in this project.
2. A Tensorflow implementation for Chinese speech recognition based on Baidu's DeepSpeech. Mozilla's DeepSpeech project is an open source Speech-To-Text engine, using a model trained by machine learning techniques. It is a well-known open source project on Github, therefore we can make our own breakthroughs based on the existing framework in this project.

Since these two architecture are both based on Tensorflow, we can actually refer both of the architectures when designing our own network. In this project, we can use THCHS-30, Chinese news from two CCTV channels, two Hunan regional channels, and one Changsha local channel to train our model."
Red Hen Lab,Devendra Yadav,Emotion detection and characterization in video using CNN-RNN,"This project aims to develop a pipeline for emotion detection using video frames. Specifically, we detect and analyze faces present in the video using deep neural networks for emotion recognition. We use a CNN and RNN based on papers submitted to Emotion Recognition In The Wild Challenge. An input video will be broken into small segments. For each segment, we will detect, crop, and align faces. This gives us a sequence of face images. A CNN will extract relevant features for each image in the sequence. These features will be sequentially fed to a RNN which will encode motion and facial expressions to predict emotion. The complete process will be implemented as a Python API with video input and JSON annotation output. Tensorflow, dlib, MTCNN and ffmpeg are used for various tasks in the project."
Red Hen Lab,GYANESH MALHOTRA,Multi modal Egocentric Perception (with video and eye tracking data),This project aims to tackle the problem of egocentric activity recognition based on the information available from two modalities which are video and eye tracking data. It achieves this by the fusion of multi stream convnet architecture to learn the spatial and temporal features from video data. It also makes use of the object saliency detection obtained from eye tracking data to further improve the identification of activity based on its surrounding.
Red Hen Lab,KRANTI WADHAI,Forced Alignment and adding Spanish language support to Gentle.,"Speech Recognition has been fascinating area of research ,it's application are innumerable. Gentle Aligner has been used for forced alignment of English .Currently most speech recognition are based on Hidden Markov Model(HMM), a statistical framework which make many assumptions which  limit their potential effectively.Neural networks avoid many of these assumption,can also learn complex function,generalize effectively.Gentle uses Artificial neural network as acoustic model.
My proposal is on extending language support of Gentle to Spanish.Since Spanish is one of the most spoken languages 
in world, people who can used speech to text in Spanish would be large.Speech recognition has application in  field such as law enforcement,mobile phones.
More details about acoustic model and language model is presented in proposal. Documentation of full procedure will be part of this project."
Red Hen Lab,Sumit Vohra,"Multimodal Egocentric Perception (with video, audio, eyetracking data)","Hey, I have been in constant touch with Mehul regarding my project on Multi-modal Egocentric Perception. I have already had a skype meet with him before drafting this final pre-proposal. 

Abstract: The idea of the project is to introduce multimodality in recognizing everyday activities and scenes. As per today, no work has been done now which includes multimodality into account (especially audio ) to determine the kind of activities and scenes that person is involved when it comes to egocentric perception. I have already built an audio-based model based on popular IEEE-DCASE-challenge which can successfully classify scenes into categories like ( person is walking in a park, driving in a car ) for egocentric views. I plan to extend my work as part of gsoc-2k18 to incorporate my model with video-based models and increase the scope of model from scenes to scenes+activities. The final breakdown of the steps is submitted in the pre-proposal attached above. The idea is to built pyscene-detect for egocentric videos,  which would be a prominent contribution owing to growing research in the area of first person view  videos."
Red Hen Lab,Vaibhav Gupta-1,Rapid Annotator,"With Red Hen Lab’s Rapid Annotator we try to enable researchers worldwide to _**annotate large chunks of data**_ in a very short period of time with least effort possible and try to get started with minimal training.

Rapid annotator is currently a proof-of-concept rather than a finished product. This project aims to deliver a usable product by the end of Google Code of Summer. The **final product** would be a complete tool for fast and simple classification of datasets and an _**administrative interface**_ for the experimenters where they can conduct their annotation runs. It broadly comprises of 3 steps, namely
+ Uploading their datasets to setup the experiment.
+ Assigning annotators datasets for annotation.
+ Keeping a track of the annotation progress.

The main aim of the pre-project phase is to do _**requirements gathering**_, analysis and _**designing**_ the complete system architecture. The project phase will deal with implementing the architecture finally decided upon"
Red Hen Lab,Vikrant Goyal,Multilingual Neural Machine Translation System,"The aim of this project is to build a single Machine Translation system using Neural Networks (RNNs-LSTMs, GRUs,Bi-LSTMs) to translate between multiple languages. This project will cover 12-15 language pairs where the target language is English. ​The system will be made such that, it is relatively simple to add a new language pair for translation."
Red Hen Lab,Vinay Chandragiri,Emotion Detection and Characterisation,"Develop and deploy emotion-detection tools in language, voice qualities, gestures, and/or facial expressions to achieve a more complex, nuanced, and integrated characterisation of emotions."
Red Hen Lab,Xu Tony,Chinese Pipeline,"This project is roughly divided into three parts: OCR Recognition, which uses existing tools to extract captions from videos to text; Speech Recognition, which uses deep learning tools(BaiduSpeech) to translate audios to text; NLP tasks, including segmentation, part-of-speech tagging, named entity recognition, dependency parsing, semantic role labeling and so on. The most important part is Speech Recognition. Since there are few guidences about how to use DeepSpeech model to train Chinese, I will pay more attention to this part and train a model as soon as possible."
RoboComp,Akash Kumar Singh,Gazebo-RoboComp Integration,"Simulation plays an important role in robotics. Through simulation we can save valuable time and resources to test our algorithms. Often robotics require expensive sensors and hardware which is not accessible to everyone. 

Currently RoboComp uses RoboComp Innermodel Simulator (RCIS), an inbuilt simulator, to check its applications and algorithms. It provides a lot of basic tools and features to easily test and verify an application developed by a developer. But it has some shortcomings.

To my understanding, the aim of this project is to provide a platform for the developers to quickly check the changes and validity of the application developed by them. To integrate the RoboComp framework and Gazebo simulator in such a way that it inherits the structure of RoboComp interface, uses the features provided by Gazebo to its fullest and is able to fulfill the needs of developer in the most efficient way."
RoboComp,Araceli Vega Magro,Improving the Human-centered Robot Navigation Agent,"My proposal consists on transform the fixed personal space used actually in Robocomp into an adaptive space, depending of the spatial context (there is difference, for instance, between a narrow corridor and a room).  The main idea is to change the values that defines the personal space function in order to adapt the personal space to allow the robot to navigate around the person without problems, adapting it to the spatial context.  Besides, I would like to extend the social navigation agent, including other typical social behaviors: crossing people in corridors, approaching to humans in human-robot interaction, etc. In this respect, it would be interesting to study how these algorithms are also integrated into the planner and mission agents, and how define the priority between these missions by defining a social behavior planner."
RoboComp,CristinaMG,RCIS: improving RoboComp simulator with contact physics.,"I think about how to improve the RoboComp simulator with its planes and meshes, which provides the programmer all the information needed to start implement a new version. I have used RoboComp before and I know that it has not graphic physics, so I propose a model with collisions to improve this part. RCIS is too important because it allows testing without a real environment or the physic robot, so the better and more efficient it is, the more useful it will be for a new project development."
RoboComp,José Alberto Andújar,JavaScript support,"My proposal is based on getting full support for JavaScript within the RoboComp framework. For this, the current state of generation of written components in the JavaScript language must be improved. Last year during the 2017 GSoC the functionality of the RoboComp component generator was extended to provide component supports based on NodeJS. A first approximation was achieved but still lacks robustness, reliability and should be extended to include more features.
In addition, recently Zeroc ICE has added support for JavaScript interfaces, therefore the component generator must be extended to support this feature, both as a server and as a client. The component model of RoboComp must be able to generate components in this language with the same functionality as its counterparts in C ++ and Python, thus achieving complete support for JavaScript within RoboComp."
RoboComp,Maria Bohórquez,"Generation of new use cases, tutorials and reference information for RoboComp","Robocomp current tutorials are simple and cover just the basics. Improved tutorials and use cases need to be created for Robocomp to be a framework friendly for beginners as well as more advanced users.

Working on creating examples of how Robocomp can be implemented, and why it should be used, would make it more accessible to the general public. As will improving the ""How to Contribute Page"", and making pull requests templates would make it easier to collaborate for more advance developers. 

Getting Robocomp available in other operating systems it's necessary to making it more well-known, in other Linux distros as well as Windows. This can be done with virtual machines images or making tutorials to download it with their respective dependencies on each OS.

In summary, Robocomp would be benefited from offering a better user experience and a more seamlessly transition for collaborators to work on it."
RoboComp,Mayank Kumar-1,Extending RCManager functionalities,"RCManager is a graphic deployment tool for working with the robotic components of RoboComp. It is an indispensable tool for managing highly complex robots which ultimately pose themselves as large-scale distributed systems and is based on the popularly used MVC architecture.  

My earlier GSoC project effected the implementation of all the core components of RCManager. This year, I intend to develop additional features for the RCManager, which includes important tools like the edge prober, and the component list retriever. Apart from these, a number of trivial GUI options (like an exhaustive menu bar) would be added to enhance the usability of this tool. Since this tool deals with components being deployed at remote locations, the involved functionalities would require extensive testing and documentation. My objective is to enable us release an initial beta version of this tool by the end of this year's program."
RoboComp,Piyush Pilaniya,Integrating MORSE Human-robot interaction simulator with RoboComp,"The aim of the project is to integrate the Morse as an additional tool for the simulation in the RoboComp framework. Currently, RoboComp uses RoboComp InnerModel Simulator (RCIS) tool for the simulation which has several limitation. Thus the idea would be simply to utilise the feature of Morse in the RoboComp architecture for better and improved simulations.Morse is generic simulator for academic robots. It comes with a set of standard sensors, actuators and robots which fulfils the demand. It uses OpenGL-based Blender Game Engine that supports 3D rendering and Integrated Bullet Library for physics simulation. RCIS have several limitation related to Human-robot Interaction. Therefore, integrating with Morse is beneficiary."
RoboComp,Prinshu Kumar,Learnblock (Learnbot programming language) extension for collaborative robotics,LearnBlock is the programing tool designed for easy usage of the Learnbot robot. It is meant to be used by students and to help them learn new concepts by the usage of robotics programming. This idea involves the extension of the Learnblock programming tool to manage collaborative robotics between learnbots. I will develop a system that enables Learnbot to communicate between and offer this option through the learnblock tool to the end user. Finally a use case example of these collaborative robotics tool will be developed and tutorials produced for future users and developers of the platform.
RoboComp,Sayali Deshpande,Emotion Recognition Component for Learnbot,"Presently, Learnbot can be programmed to show emotions via a display. However, it does not have the ability to recognize emotions. Having this ability would help improve the Human-Robot Interaction(HRI) functions in Learnbot.

This project aims at applying state-of-the-art techniques to create a fast, accurate and robust emotion recognizer. It would be able to recognize 7 basic emotions: Happiness, Sadness, Anger, Disgust, Surprise, Fear and Neutral.

I propose a deep learning based approach using Convolutional Neural Networks. In order to make the recognizer more robust and improve the results, I propose different data augmentation techniques and methods to analyze emotions recognized over time."
RoboComp,sparsh789,RCIS: improving RoboComp simulator with contact physics,"The existing RCIS simulator is not very efficient when our robot get more complex so we need more advanced functions in RCIS. This project is to improve the current RCIS with new functions dealing with contact physics. Currently RCIS has only collision detection feature. We have to add more functionalities like what happen after collision with the help of collision angle, gravity and contact physics."
Rocket.Chat,Aniket Singh,Android and wear app,"The v2+ of the android app of Rocket Chat is already under progress and seems to work well so far. For the summer of code'18, I intend to extend Rocket Chat to be used in ubiquitous platforms like android **wear**. I'll be building the wear app from scratch this summer. Apart from this, I also intend to work on more advanced features for the android app like integrating **google smart lock** , adding support for **private chat groups** , and will keep working on issues reported during the GSoC period to improve the user experience for the mobile app."
Rocket.Chat,De Sheng Chuan,GSOC for implementation of Global Search Function,"This project involves implementing a global search function for a particular Rocket.chat instance. The global search is dynamic, and real-time results would be displayed. The results range from conversation titles, to user names to message content. The key is to construct a simple and sleek UI, altering it from the current message search function. A ecosystem revolving around a centralized database will also be constructed to minimize server load whenever a user performs a query."
Rocket.Chat,José Renan,Rocket.Chat SDK for Javascript Clients,"Rocket.Chat has currently some Javascript clients, including Meteor and React Native. Although some of these clients have their own library to abstract and unify REST and WebSocket calls,  the main goal of the project is to implement an SDK that can be used on any Javascript client providing lots of benefits for the community and developers who wants to use the Rocket.Chat API."
Rocket.Chat,Karan Bedi,Rocket.Chat Global Search,"The project aims at implementing global search in Rocket.Chat, allowing users to search across messages, rooms, files, users, etc in a single and easy to use interface like MacOS Spotlight search. Implementation of external provider should be modular and existing package is to be updated to support the same. Configuration settings of external provider is to be floated to Rocket.Chat admin."
Rocket.Chat,Mikael Mello,Improve the integration of bots on Rocket.Chat,"The goal of this project is to develop a basic UI in the Administration Panel to monitor, manage and deploy bots using the supported platforms."
Rocket.Chat,Nikhil Kaushik,Storage integration with Google Drive and/or Dropbox,"Integration with Google cloud storage is a long requested feature in Rocket.Chat. This project aims to integrate Google Drive and Dropbox storage with Rocket.Chat, thereby allowing users to authorize Rocket.Chat to access their Drive/Dropbox accounts in exchange for a bunch of features. These include (i) upload content to Drive/Dropbox accounts directly from Rocket.Chat, (ii) create Google docs, slides and spreadsheets in Rocket.Chat for enhanced real-time collaboration, (iii) browse and download Drive/Dropbox content from Rocket.Chat using GUIs that respective APIs provide, (iv) supporting features such as file preview for Drive content and finally, rigorous tests for the project implementation."
Rocket.Chat,Samar Sunkaria,Adding support for theming and removing the dependency on the deprecated SlackTextViewController,"The Rocket.Chat+ team for iOS has been working on improving the UI, which comes with a major app re-design for version 3.0.0. One of their requirements to support this redesign is to add support for theming the application. This is why theming is one of the components of the this proposal. With the ability to theme, one of the areas the app can use a redesign is the text input bar.

Rocket.Chat+ for iOS uses a nice open-sourced project by Slack, called the SlackTextViewController (SLK-TVC). It is a very simple-to-use replacement for the generic UITableViewController, which provides a text input bar at the bottom of the screen for a chat app.

Sadly, Slack has stopped developing on this project, and iOS has moved on a lot since that time. Officially the SLK-TVC is only supported on iOS 7 through iOS 9. Making changes to support the newer features of iOS is getting harder and because of that, the development by the community on the project is at a stand-still.

This is why I would like to work on removing the dependency of the SLK-TVC on Rocket.Chat+ and writing a modern replacement for it, which would serve the future versions of iOS. And this time in Swift."
Rocket.Chat,Semih Serhat Karakaya,Integration of Nextcloud/ownCloud as Storage and User File Provider,Enabling Rocket.Chat server administrator to use a NextCloud/ownCloud instance for storage of upload. Integrate NextCloud/ownCloud to Rocket.Chat and within Rocket.Chat client user interface to allow access to the contents of a user’s NextCloud/ownCloud instance.
Rspamd,Konstantinos Kosmidis,Bag of words NN model,"Machine Learning (ML) is increasingly being applied in a variety of industries. No doubt that Information Security should be one of those, as the extent and complexity of networks is ever increasing. Internet and “cloud” applications generate vast data sets from performance monitoring and event logs which require scalable and flexible techniques to distil useful and actionable information.
My interest lays in examining how to quickly detect and react to ongoing attacks such as spam messages and whether it is feasible to develop new prevention techniques using neural network algorithms."
Ruby,Agrim Mittal,Integrate functionality from bun,"Having gone through bun and playing around with it, I found it to be a great tool for quick editing of Gemfiles. I would be integrating it into bundler during the summer."
Ruby,Qiu Chaofan,Add two-factor authentication to Rubygems.,"Currently `gem` command line tool and rubygems.org does not support any OTP authentication other than original email and password. This project tries to add extra authentication method (compatible with Google Authenticator) when pushing gems, changing profile, login, etc. The extra authentication can improve total security level of rubygems."
Ruby,Shlok Srivastava,Add security vulnerability notifications in rubygems,"This proposes the feature to generate security vulnerability notifications by gem authors for a specific gem version which have security issues. Currently, yanking a particular gem is the only available choice under such circumstances."
Ruby,Yimin Zhao,Apply for the project of Ruby huge memory machine,"Currently, several problems are known when Ruby program runs under a high memory workload, including slow rates for allocating memory and program termination. We need to find out the reasons for unexpected overhead of memory operations of Ruby GenGC algorithm. The addressed problems like termination and collection data type may have relevant or irrelevant reasons behind it. Technically, the high effective and efficient garbage collection management in JRuby and Rubinius thanks to the underlying virtual machine and more modern GC algorithms. These GC algorithms are also used partly for reference in Ruby GenGC. To solve the high latency problem during manipulating a big hash table with millions of key-value pairs, we aim to design a GenGC friendly data structure. We are also planning to address other issues like the multithreading conflict found in my experimental program when 8 threads ran under a high memory workload."
Ruby,Yogesh Kataria,"Redesigning the UI of RDoc, Hanna and  Hanna Nouveau Ruby documentation tools","A good website is know by its good User Interface.

A website with good color scheme and design, affects the person physiologically and emotionally and thus turns out to very helpful.

Its very important for every website to make their User Interface based on the modern day techniques. Similarly for the documentation of Ruby ie. RDoc, Hanna and Hanna Nouveau should also be the best. And hence not only complete information but information with good presentable way should be there to help others. Because a website which is very well organised and well designed, actually makes it much more easier for the person who wants the information.

With The best tools in hand and under the best guidance it will be my pleasure to work in transforming good to BEST."
